Time,D/T,Wind Direction,Wind Speed,Temperature,Relative Humidity,PM 2.5,Atmospheric Pressure,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Smell Prediction,anomaly_type
2026-02-12 15:20:00,0.0,0.0,0.0,23.55,43.53,52.0,1009.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:21:00,0.0,0.0,0.0,23.51,43.46,52.33,1009.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:22:00,0.0,0.0,0.0,23.52,43.35,52.0,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:23:00,0.0,0.0,0.0,23.52,43.22,51.0,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:24:00,0.0,0.0,0.0,23.5,43.22,52.0,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:25:00,0.0,0.0,0.0,23.48,43.5,52.2,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:26:00,0.0,0.0,0.0,23.47,43.55,51.14,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:27:00,0.0,0.0,0.0,23.49,43.18,50.67,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:28:00,0.0,0.0,0.0,23.51,43.06,51.5,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:29:00,0.0,0.0,0.0,23.49,42.87,53.8,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:30:00,0.0,0.0,0.0,23.5,42.85,53.6,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:36:00,0.0,0.0,0.0,23.42,46.17,54.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:37:00,0.0,0.0,0.0,23.46,46.78,55.67,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:38:00,0.0,0.0,0.0,23.51,47.49,57.33,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:39:00,0.0,0.0,0.0,23.56,46.53,57.33,1009.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:40:00,0.0,23.77,0.09,23.6,45.9,58.5,1009.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:41:00,0.0,46.27,0.0,23.61,45.41,59.5,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:42:00,0.0,45.0,0.0,23.62,45.01,59.8,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:43:00,0.0,46.6,0.0,23.62,44.66,58.4,1009.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:44:00,0.0,49.0,0.0,23.6,44.6,57.75,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:45:00,0.0,49.0,0.0,23.61,44.27,59.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:46:00,0.0,49.0,0.0,23.61,44.36,57.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:48:00,0.0,56.67,0.63,23.45,44.15,58.33,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:49:00,0.0,53.48,0.66,23.35,44.15,58.8,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:50:00,0.0,54.18,0.67,23.19,44.3,59.2,1009.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:51:00,0.0,53.05,0.65,23.06,44.57,57.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:52:00,0.0,66.6,0.4,22.98,45.35,57.17,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:53:00,0.0,75.68,0.21,23.0,45.43,57.5,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:54:00,0.0,53.8,0.49,23.02,44.84,56.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:55:00,0.0,61.57,0.42,23.03,44.74,56.17,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:56:00,0.0,55.33,0.65,22.97,44.96,55.0,1009.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:57:00,0.0,50.3,0.63,22.94,44.96,53.17,1009.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 15:58:00,0.0,50.9,0.63,22.84,44.76,54.2,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:01:00,0.0,59.0,0.52,22.9,45.27,48.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:02:00,0.0,57.34,0.64,23.0,44.49,51.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:03:00,0.0,70.8,0.69,23.0,44.31,52.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:04:00,0.0,83.3,0.76,23.04,44.11,51.2,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:05:00,0.0,79.13,0.77,23.07,43.97,51.5,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:06:00,0.0,85.25,0.73,23.07,43.65,52.5,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:07:00,0.0,86.9,0.81,23.07,43.47,52.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:08:00,0.0,81.4,0.68,23.07,43.48,54.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:09:00,0.0,81.06,0.75,23.09,43.33,56.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:10:00,0.0,79.98,0.76,23.08,43.46,53.6,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:11:00,0.0,93.85,0.92,23.11,43.4,56.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:12:00,0.0,83.92,0.84,23.12,43.31,54.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:13:00,0.0,96.48,0.95,23.14,43.26,54.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:14:00,0.0,81.8,0.53,23.17,43.11,53.17,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:15:00,0.0,83.62,0.73,23.18,43.34,55.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:16:00,0.0,79.0,0.71,23.16,43.65,54.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:17:00,0.0,79.52,0.73,23.12,43.81,54.67,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:18:00,0.0,94.93,0.87,23.15,43.85,54.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:19:00,0.0,78.1,0.57,23.16,44.08,54.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:20:00,0.0,70.98,0.63,23.15,44.17,53.33,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:21:00,0.0,76.92,0.71,23.17,44.17,54.0,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:22:00,0.0,75.35,0.71,23.13,43.96,53.67,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:23:00,0.0,81.22,0.77,23.11,43.93,52.83,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:24:00,0.0,80.6,0.77,23.07,43.92,52.67,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:25:00,0.0,68.52,0.6,23.07,44.36,52.5,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:26:00,1.77,81.36,0.72,23.03,44.25,53.2,1009.16,96.0,96.0,404.68,60.1,18.0,244.97,270.0,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:27:00,1.76,84.57,0.76,23.01,44.39,54.17,1009.12,96.02,96.02,404.02,60.0,18.0,244.8,270.0,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:28:00,1.73,84.6,0.82,22.99,44.41,53.17,1009.1,96.14,96.14,403.86,60.0,18.0,244.5,270.0,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:29:00,1.76,71.02,0.54,22.97,44.48,51.83,1009.12,96.83,96.83,403.02,60.0,18.0,244.36,270.03,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:30:00,1.78,99.0,0.09,22.94,44.51,51.5,1009.2,97.0,97.0,403.0,60.45,18.0,244.5,270.34,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:31:00,1.8,87.43,0.56,22.89,44.77,52.17,1009.2,97.0,97.0,403.0,60.46,18.0,244.98,271.0,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:32:00,1.78,77.25,0.74,22.83,44.95,53.33,1009.2,97.0,97.0,402.24,60.0,18.0,245.0,271.0,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:33:00,1.73,79.12,0.75,22.77,44.93,52.0,1009.2,97.0,97.0,402.0,60.0,18.0,244.19,270.79,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:34:00,1.67,87.17,0.6,22.76,44.91,52.17,1009.2,97.0,97.0,401.03,59.75,18.0,244.0,270.0,250.89,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:35:00,1.65,84.43,0.66,22.71,44.91,52.5,1009.2,97.0,97.0,401.07,59.07,18.0,244.0,270.0,250.37,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:36:00,1.65,84.75,0.74,22.7,44.91,51.83,1009.2,97.0,97.0,401.0,59.0,18.0,244.0,270.0,250.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:37:00,1.63,84.02,0.77,22.65,45.1,52.83,1009.2,97.0,97.0,400.69,59.0,18.0,244.0,270.0,250.02,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:38:00,1.65,76.58,0.72,22.61,45.28,51.33,1009.2,97.0,97.0,400.02,59.0,18.0,244.0,270.0,250.5,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:39:00,1.6,82.62,0.8,22.57,45.29,51.67,1009.2,97.0,97.0,400.0,58.25,17.49,244.0,270.0,250.52,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:40:00,1.61,97.17,0.62,22.54,45.41,51.0,1009.2,97.0,97.0,400.0,58.0,17.0,244.0,270.0,250.98,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:41:00,1.61,85.33,0.75,22.53,45.5,51.0,1009.2,97.0,97.0,399.96,58.0,17.0,244.0,270.0,250.67,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:42:00,1.6,63.13,0.69,22.54,45.33,50.67,1009.2,97.64,97.64,399.36,58.0,17.0,244.0,270.0,250.08,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:43:00,1.6,81.35,0.69,22.53,45.27,50.67,1009.2,98.0,98.0,399.61,58.0,17.02,244.0,270.0,250.05,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:44:00,1.69,85.98,0.59,22.53,45.61,50.83,1009.2,98.0,98.0,400.0,58.0,17.0,244.25,270.83,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:45:00,1.73,84.23,0.67,22.54,45.84,51.33,1009.2,98.0,98.0,400.1,58.0,17.98,245.0,271.44,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:46:00,1.74,77.28,0.73,22.58,45.93,51.0,1009.2,98.0,98.0,400.08,58.0,18.0,245.0,272.0,251.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:47:00,1.8,87.35,0.76,22.57,45.9,51.5,1009.2,98.49,98.49,400.02,58.08,18.0,245.0,272.0,251.02,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:48:00,2.0,86.67,0.63,22.58,45.99,50.5,1009.2,102.98,102.98,400.87,60.72,18.53,245.0,272.88,251.71,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:49:00,2.07,88.58,0.72,22.57,45.88,50.67,1009.2,103.75,103.75,401.02,61.58,19.0,245.0,273.02,251.42,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:50:00,2.13,84.5,0.47,22.6,46.14,51.5,1009.22,103.0,103.0,401.52,62.0,19.0,245.27,273.52,252.17,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:51:00,2.32,91.47,0.57,22.64,46.78,50.17,1009.2,103.05,103.05,402.83,62.35,19.0,246.31,275.27,253.3,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:52:00,2.54,92.55,0.75,22.64,49.28,50.17,1009.2,101.13,101.13,402.63,63.25,18.75,249.71,279.08,257.44,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:53:00,2.53,98.1,0.68,22.72,50.96,51.5,1009.2,98.56,98.56,399.93,61.6,18.0,251.67,281.4,259.75,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:54:00,2.52,86.67,0.76,22.84,52.05,53.33,1009.2,97.02,97.02,397.68,60.29,17.04,253.09,282.9,261.73,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:55:00,2.51,90.43,0.74,22.92,52.83,55.0,1009.2,95.99,95.99,394.97,59.33,17.0,254.2,283.81,262.85,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:56:00,2.4,87.83,0.69,23.02,53.13,54.5,1009.2,95.0,95.0,392.23,58.2,16.03,255.0,284.0,263.36,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:57:00,2.37,91.4,0.75,23.1,53.45,55.67,1009.2,94.24,94.24,390.02,57.22,16.0,255.4,284.72,264.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:58:00,2.31,81.63,0.7,23.21,53.6,55.67,1009.23,93.83,93.83,387.67,56.1,15.47,255.75,284.5,264.35,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 16:59:00,2.26,84.02,0.67,23.28,53.79,57.0,1009.25,93.08,93.08,385.79,55.38,15.0,256.0,285.0,265.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:00:00,2.17,89.4,0.72,23.38,53.59,56.83,1009.2,93.02,93.02,384.74,54.88,15.0,256.0,284.2,264.67,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:01:00,2.09,83.08,0.76,23.46,53.4,56.5,1009.22,93.0,93.0,383.22,54.0,15.0,255.83,283.8,264.51,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:02:00,2.08,83.32,0.67,23.5,52.99,57.17,1009.2,93.4,93.4,383.96,54.0,15.0,255.06,283.0,264.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:03:00,2.18,81.42,0.72,23.56,53.11,56.17,1009.28,93.88,93.88,384.56,54.0,15.0,255.75,283.21,264.08,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:04:00,2.14,85.12,0.74,23.59,53.37,57.0,1009.3,93.19,93.19,384.67,53.54,15.0,256.0,284.0,264.98,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:05:00,2.03,79.08,0.68,23.64,53.15,57.0,1009.3,93.0,93.0,383.25,53.0,14.65,256.0,283.11,264.33,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:06:00,1.95,86.42,0.71,23.68,52.97,56.67,1009.3,93.0,93.0,382.19,52.33,14.0,255.36,282.64,264.08,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:07:00,1.93,93.37,0.72,23.72,52.86,56.17,1009.3,93.0,93.0,381.08,52.0,14.0,255.09,282.0,264.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:08:00,1.85,84.07,0.72,23.74,52.73,56.5,1009.3,93.0,93.0,381.0,51.45,14.0,255.0,281.7,263.84,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:09:00,1.8,97.88,0.54,23.75,52.34,58.2,1009.3,93.0,93.0,380.5,51.0,14.0,254.56,280.98,263.21,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:10:00,1.71,83.1,0.76,23.77,51.23,57.17,1009.3,93.36,93.36,381.29,51.0,14.0,253.32,279.2,261.59,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:11:00,1.61,82.0,0.78,23.74,50.5,55.5,1009.3,94.0,94.0,383.49,51.0,14.0,252.07,277.53,260.15,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:12:00,1.54,83.78,0.8,23.75,49.62,53.5,1009.3,94.83,94.83,384.86,50.66,14.0,250.81,275.92,258.69,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:13:00,1.44,81.33,0.83,23.72,48.58,54.33,1009.3,95.0,95.0,385.63,50.0,14.0,249.5,274.17,257.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:14:00,1.33,80.73,0.79,23.7,47.85,53.0,1009.3,95.61,95.61,386.0,50.0,14.02,248.53,272.86,256.1,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:15:00,1.35,77.72,0.71,23.65,47.48,53.67,1009.3,96.0,96.0,386.78,50.0,14.83,248.0,272.0,255.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:16:00,1.29,79.13,0.69,23.61,47.27,53.5,1009.3,96.0,96.0,387.86,50.42,15.0,247.55,271.5,254.68,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:17:00,1.3,80.1,0.75,23.54,46.82,54.0,1009.3,96.6,96.6,388.45,50.89,15.0,246.83,270.69,253.86,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:18:00,1.26,79.65,0.68,23.54,46.48,52.5,1009.3,97.0,97.0,389.0,51.0,15.0,246.0,269.96,253.0,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:19:00,1.33,74.77,0.75,23.49,46.13,53.0,1009.3,97.33,97.33,390.0,51.0,15.08,246.0,269.5,252.89,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
2026-02-12 17:20:00,1.44,75.98,0.73,23.39,46.15,52.17,1009.3,98.0,98.0,392.07,52.04,16.0,245.86,270.0,252.65,Ambient,🥶 อุณหภูมิต่ำผิดปกติ (<24.00°C)
